name,condition,conf_clear,conf_adverse,conf_drop_pct,ent_clear,ent_adverse,ent_rise,kl,mean_iou_adv,iou_adv_c0,iou_adv_c1,iou_adv_c2,iou_adv_c3,iou_adv_c4,iou_adv_c5,iou_adv_c6,iou_adv_c7,iou_adv_c8,iou_adv_c9,iou_adv_c10,iou_adv_c11,iou_adv_c12,iou_adv_c13,iou_adv_c14,iou_adv_c15,iou_adv_c16,iou_adv_c17,iou_adv_c18
GP010476_frame_000181,fog,0.9865695238113403,0.9451272487640381,0.04200644113466732,0.034174103289842606,0.14214274287223816,0.10796863958239555,4.979565620422363,0.4916432499885559,0.9495800733566284,0.6613573431968689,0.0,0.8623393177986145,0.0,0.7889302372932434,0.8085529804229736,0.7828921675682068,0.9655101299285889,,0.9839308857917786,0.0,,0.5338530540466309,0.03770286962389946,0.0,0.0,,
GP010476_frame_000142,fog,0.9738076329231262,0.9591419100761414,0.015060184579124931,0.06756222993135452,0.10243621468544006,0.03487398475408554,5.064552307128906,0.734733521938324,0.9008638262748718,0.7190555334091187,0.6601390838623047,0.8561898469924927,,0.7243390679359436,0.0,0.8960018754005432,0.8020722270011902,0.8358361124992371,0.8769565224647522,,,0.8106139302253723,,,,,
GP010476_frame_000031,fog,0.9686475992202759,0.9641258716583252,0.004668083128384016,0.078025221824646,0.08939723670482635,0.011372014880180359,5.551966190338135,0.611193835735321,0.9865152835845947,0.7149205803871155,0.8585903644561768,0.0,,0.2235037386417389,0.7342488169670105,0.6346578598022461,0.9108350872993469,0.21611930429935455,0.9396413564682007,0.7997205257415771,,0.9267674088478088,0.0,,,,
GP010476_frame_000120,fog,0.9692689776420593,0.970943808555603,-0.0017279320136075562,0.07557468116283417,0.0713714063167572,-0.004203274846076965,5.647635459899902,0.5864447951316833,0.9751169681549072,0.6907538175582886,0.8661221861839294,0.0,0.3046306073665619,0.5880849361419678,,0.0,0.8587638139724731,0.8071203231811523,0.972309410572052,,,0.9744351506233215,0.0,,,,
GP010476_frame_000051,fog,0.9780750274658203,0.9743618369102478,0.0037964270769994682,0.05654841661453247,0.06638539582490921,0.00983697921037674,5.003317832946777,0.5226871967315674,0.980912446975708,0.7865592241287231,0.7466718554496765,0.0,0.0,0.6232149004936218,0.7658426761627197,0.7171119451522827,0.94340580701828,0.0,0.9820643663406372,0.0,,0.9436308741569519,0.8735813498497009,,0.0,,0.0
GP010476_frame_000063,fog,0.9760795831680298,0.9709218740463257,0.005284107113605246,0.06183205544948578,0.07668767869472504,0.014855623245239258,5.326876640319824,0.5183666348457336,0.946437656879425,0.8883287906646729,0.8790154457092285,0.673274576663971,0.0,0.3616136610507965,0.33290550112724304,0.8715299963951111,0.4167414605617523,0.0,0.9572744369506836,0.0,,0.7550554871559143,0.1749562919139862,,,,
GP010476_frame_000084,fog,0.9798786044120789,0.979306697845459,0.0005836504218055758,0.05052166432142258,0.05236751213669777,0.0018458478152751923,3.7876203060150146,0.6041936278343201,0.9847882986068726,0.8803764581680298,0.8107436299324036,0.0,,0.35262542963027954,0.5438066720962524,0.2306748479604721,0.9394663572311401,0.0,0.9867941737174988,,,0.9168545007705688,,,,,
GP010476_frame_000199,fog,0.9762350916862488,0.9643933176994324,0.01213004323073626,0.06191183626651764,0.09294676780700684,0.031034931540489197,3.798002004623413,0.414446085691452,0.9659779667854309,0.5904544591903687,0.07236861437559128,0.11896699666976929,0.0014376105973497033,0.22161345183849335,0.46236559748649597,0.6235973238945007,0.8500007390975952,0.8042904138565063,0.9750966429710388,,,0.11607549339532852,0.0,,,,0.0
GP010476_frame_000204,fog,0.9773217439651489,0.9778279066085815,-0.0005179078858922717,0.05826636403799057,0.05863727629184723,0.00037091225385665894,3.098471164703369,0.37009087204933167,0.9094800353050232,0.023187944665551186,0.8686003684997559,0.0,0.0,0.299032986164093,0.667203426361084,0.3802042305469513,0.9457184672355652,0.07102392613887787,0.9568191766738892,0.0,0.0,0.7492926120758057,0.4209820628166199,,0.0,,0.0
GP010476_frame_000026,fog,0.9792720675468445,0.978232204914093,0.0010618730550925179,0.05294617637991905,0.055434249341487885,0.0024880729615688324,3.8996293544769287,0.5429263710975647,0.9900848269462585,0.3390844464302063,0.6310443878173828,0.0,0.0,0.8206930160522461,0.5872340202331543,0.31111112236976624,0.9389816522598267,0.055204227566719055,0.9440854787826538,,,0.8975931406021118,,,,,
